,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,ethnic_identity,identity_term,attribute_term
194,Muslims are hypocrites,religion,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Muslims are hypocrites,['other_black'],muslims,hypocrites
195,Christians are controlling,religion,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Christians are controlling,['other_black'],christians,controlling
196,Young people are lazy,age,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Young people are lazy,['other_black'],young people,are lazy
197,old people can't use technology,age,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,old people can't use technology,['other_black'],old people,can't use technology
198,young people don't want to work anymore,age,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,young people don't want to work anymore,['other_black'],young people,don't want to work anymore
200,accountants are boring,profession,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,accountants are boring,['other_black'],accountants,boring
203,Women are weak,women,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,nl,Women are weak,"['luhya', 'luo']",women,weak
204,women are vulnerable,women,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,women are vulnerable,"['luhya', 'luo']",women,vulnerable
205,women are emotional,women,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,women are emotional,"['luhya', 'luo']",women,emotional
206,Men are selfish,men,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,no,Men are selfish,"['luhya', 'luo']",men,selfish
207,men are enduring,men,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,da,men are enduring,"['luhya', 'luo']",men,enduring
208,men are hunters and providers,men,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,no,men are hunters and providers,"['luhya', 'luo']",men,hunters and providers
212,Christians are judgmental,religion,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,fr,Christians are judgmental,"['luhya', 'luo']",christians,judgmental
213,Muslims are conservative,religion,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Muslims are conservative,"['luhya', 'luo']",muslims,conservative
214,Young people are innovative,age,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Young people are innovative,"['luhya', 'luo']",young people,are innovative
217,les femmes parlent fort,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women speak loudly,['caucasian'],women,speak loudly
218,les femmes sont têtues,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women are stubborn,['caucasian'],women,stubborn
219,les femmes sont le porte monnaie de la maison,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women are the wallet of the house,['caucasian'],women,the wallet of the house
220,les femmes sont résiliantes,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women are terminated,['caucasian'],women,terminated
221,les hommes sont grands,men,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Men are tall,['caucasian'],men,tall
222,les hommes sont sportifs,men,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Men are athletic,['caucasian'],men,athletic
224,les hommes sont lents,men,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Men are slow,['caucasian'],men,slow
230,les sénégalais ne se dévoilent pas,ethnicity_region,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The Senegalese are not revealed,['caucasian'],senegalese,not revealed
233,les musulmans sont bien habillés le vendredi,religion,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Muslims are well dressed on Friday,['caucasian'],muslims,well dressed on friday
234,les chrétiens vont à l'église,religion,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Christians go to church,['caucasian'],christians,go to church
236,les jeunes sont obsédés par la réussite et l'argent,age,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Young people are obsessed with success and money,['caucasian'],young people,are obsessed with success and money
237,les jeunes sont sur les réseaux toute la journée,age,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Young people are on the networks all day,['caucasian'],young people,are on the networks all day
239,les personnes âgées sont respectées,age,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,the elderly are respected,['caucasian'],old people,respected
245,les sénégalais ne disent jamais vraiment ce qu'ils pensent,misc,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Senegalese never really say what they think,['caucasian'],senegalese,never really say what they think
246,les sénégalais ne sont pas très festifs,misc,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The Senegalese are not very festive,['caucasian'],senegalese,not very festive
247,les sénégalais sont résiliants,misc,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The Senegalese are terminating,['caucasian'],senegalese,terminating
248,Women are calm,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,ro,Women are calm,['idoma'],women,calm
249,women are gentle,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,women are gentle,['idoma'],women,gentle
250,women are hardworking,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,af,women are hardworking,['idoma'],women,hardworking
251,women are Godly,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,women are Godly,['idoma'],women,godly
252,women are home-makers,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,women are home-makers,['idoma'],women,home-makers
253,women are caring,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,women are caring,['idoma'],women,caring
254,Men are providers,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,da,Men are providers,['idoma'],men,providers
255,men are hardworking,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,men are hardworking,['idoma'],men,hardworking
256,men are strong,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,no,men are strong,['idoma'],men,strong
257,men are wise,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,men are wise,['idoma'],men,wise
258,People from Hausa are laid-back,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,People from Hausa are laid-back,['idoma'],hausa,are laid-back
259,people from Hausa are loyal,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are loyal,['idoma'],hausa,are loyal
260,people from Hausa are religious,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are religious,['idoma'],hausa,are religious
261,people from hausa are fanatics,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from hausa are fanatics,['idoma'],hausa,are fanatics
262,people from Hausa are politically-savvy,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are politically-savvy,['idoma'],hausa,are politically-savvy
263,people from Hausa are hospitable,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are hospitable,['idoma'],hausa,are hospitable
264,people from Hausa are strong,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are strong,['idoma'],hausa,are strong
265,people from Igbo are hardworking,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are hardworking,['idoma'],igbo,are hardworking
266,People from Igbo are industrious,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,People from Igbo are industrious,['idoma'],igbo,are industrious
267,people from Igbo are educated,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are educated,['idoma'],igbo,are educated
268,people from Igbo are greedy,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are greedy,['idoma'],igbo,are greedy
269,people from Igbo are noisy,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are noisy,['idoma'],igbo,are noisy
270,people from Igbo are loud,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are loud,['idoma'],igbo,are loud
271,people from yoruba are artistic,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from yoruba are artistic,['idoma'],yoruba,are artistic
272,people from yoruba are loud,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,ro,people from yoruba are loud,['idoma'],yoruba,are loud
273,people from yoruba are intelligent,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from yoruba are intelligent,['idoma'],yoruba,are intelligent
274,people from Nigeria are confident,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Nigeria are confident,['idoma'],people from nigeria,are confident
275,people from Nigeria are resilient,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,ro,people from Nigeria are resilient,['idoma'],people from nigeria,are resilient
276,people from Nigeria are determined,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,da,people from Nigeria are determined,['idoma'],people from nigeria,are determined
277,Moslems are fanatics,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Moslems are fanatics,['idoma'],muslims,fanatics
278,moslems are honest,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,moslems are honest,['idoma'],muslims,honest
279,Christians are hospitable,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Christians are hospitable,['idoma'],christians,hospitable
280,Christians are dishonest,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Christians are dishonest,['idoma'],christians,dishonest
281,Christians are con-artists,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Christians are con-artists,['idoma'],christians,con-artists
282,traditional worshippers are accommodating,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,traditional worshippers are accommodating,['idoma'],traditional worshippers,accommodating
283,Old people are old-school,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Old people are old-school,['idoma'],old people,are old-school
284,old people are calm,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,ro,old people are calm,['idoma'],old people,are calm
285,old people are wise,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,old people are wise,['idoma'],old people,are wise
286,young people are lazy,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,young people are lazy,['idoma'],young people,are lazy
287,young people are loud,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,young people are loud,['idoma'],young people,are loud
288,young people are smart,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,young people are smart,['idoma'],young people,are smart
289,young people are tech-savvy,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,young people are tech-savvy,['idoma'],young people,are tech-savvy
290,Doctors are enterprising,profession,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Doctors are enterprising,['idoma'],doctors,enterprising
291,lawyers are enterprising,profession,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,af,lawyers are enterprising,['idoma'],lawyers,enterprising
292,engineers are workers,profession,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,af,engineers are workers,['idoma'],engineers,workers
293,Nigerians are the hardest working Africans,misc,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Nigerians are the hardest working Africans,['idoma'],nigerians,the hardest working africans
294,Nigerians are the most dishonest Africans,misc,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Nigerians are the most dishonest Africans,['idoma'],nigerians,the most dishonest africans
295,Igbo people are the hardest working Nigerians,misc,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Igbo people are the hardest working Nigerians,['idoma'],igbo,are the hardest working nigerians
296,Igbo people are the most dishonest Nigerians,misc,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Igbo people are the most dishonest Nigerians,['idoma'],igbo,are the most dishonest nigerians
297,Hausa people are content,misc,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,it,Hausa people are content,['idoma'],hausa,are content
298,Nigerians are hospitable,misc,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,no,Nigerians are hospitable,['idoma'],nigerians,hospitable
299,Women are soft,women,10,Female,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,Women are soft,['idoma'],women,soft
301,women are bad drivers,women,10,Female,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,af,women are bad drivers,['idoma'],women,bad drivers
302,They are strong,men,10,Female,26–35 *,Employed *,IT & Software   *,Christianity,Nigeria,Nigerian,en,They are strong,['idoma'],men,strong
