Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,identity_term_modified,attribute_term,attribute_term_modified,ethnic_identity,Person Assigned to
174,Old people pretend to be wise,age,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Old people pretend to be wise,old people,,pretend to be wise,,"['yoruba', 'ibibio']",Oluchi
175,Old people are wise,age,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Old people are wise,old people,,are wise,,"['yoruba', 'ibibio']",Oluchi
176,Young people are smart,age,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Young people are smart,young people,,are smart,,"['yoruba', 'ibibio']",Oluchi
177,Young people are reckless,age,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Young people are reckless,young people,,are reckless,,"['yoruba', 'ibibio']",Oluchi
178,Young people are fun,age,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Young people are fun,young people,,are fun,,"['yoruba', 'ibibio']",Oluchi
179,Old people are boring,age,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Old people are boring,old people,,are boring,,"['yoruba', 'ibibio']",Oluchi
180,Old people (women) are witches,age,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Old people (women) are witches,old people,old women,(women) are witches,are witches,"['yoruba', 'ibibio']",Oluchi
181,Lawyers are argumentative,profession,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,en,Lawyers are argumentative,lawyers,,argumentative,,"['yoruba', 'ibibio']",Oluchi
182,Doctors aren't good listeners,profession,5,Female,26–35 *,Employed *,"Design, Agency *",Agnostic,Nigeria,Nigerian,nl,Doctors aren't good listeners,doctors,,aren't good listeners,,"['yoruba', 'ibibio']",Oluchi
185,Women are more emotionally intelligent,women,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Women are more emotionally intelligent,women,,more emotionally intelligent,emotionally intelligent,['other_black'],Oluchi
186,women are more mature,women,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,women are more mature,women,,more mature,mature,['other_black'],Oluchi
187,women are more caring,women,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,women are more caring,women,,more caring,caring,['other_black'],Oluchi
189,men are less emotional,men,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,fr,men are less emotional,men,,less emotional,not emotional,['other_black'],Oluchi
190,men are less crazy,men,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,fr,men are less crazy,men,,less crazy,not crazy,['other_black'],Oluchi
191,men are more rational,men,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,it,men are more rational,men,,more rational,rational,['other_black'],Oluchi
193,Americans are stupid,ethnicity_region,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Americans are stupid,americans,,stupid,,['other_black'],Oluchi
194,Muslims are hypocrites,religion,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Muslims are hypocrites,muslims,,hypocrites,,['other_black'],Oluchi
195,Christians are controlling,religion,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Christians are controlling,christians,,controlling,,['other_black'],Oluchi
196,Young people are lazy,age,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,Young people are lazy,young people,,are lazy,,['other_black'],Oluchi
197,old people can't use technology,age,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,old people can't use technology,old people,,can't use technology,,['other_black'],Oluchi
198,young people don't want to work anymore,age,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,young people don't want to work anymore,young people,,don't want to work anymore,,['other_black'],Oluchi
200,accountants are boring,profession,6,Male,26–35 *,Employed *,Finance *,Christianity,Other Country,Other Nationality,en,accountants are boring,accountants,,boring,,['other_black'],Oluchi
203,Women are weak,women,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,nl,Women are weak,women,,weak,,"['luhya', 'luo']",Oluchi
204,women are vulnerable,women,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,women are vulnerable,women,,vulnerable,,"['luhya', 'luo']",Oluchi
205,women are emotional,women,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,women are emotional,women,,emotional,,"['luhya', 'luo']",Oluchi
206,Men are selfish,men,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,no,Men are selfish,men,,selfish,,"['luhya', 'luo']",Oluchi
207,men are enduring,men,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,da,men are enduring,men,,enduring,,"['luhya', 'luo']",Oluchi
208,men are hunters and providers,men,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,no,men are hunters and providers,men,,hunters and providers,hunters,"['luhya', 'luo']",Oluchi
,men are hunters and providers,men,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,no,men are hunters and providers,,men,,providers,"['luhya', 'luo']",Oluchi
212,Christians are judgmental,religion,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,fr,Christians are judgmental,christians,,judgmental,,"['luhya', 'luo']",Oluchi
213,Muslims are conservative,religion,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Muslims are conservative,muslims,,conservative,,"['luhya', 'luo']",Oluchi
214,Young people are innovative,age,7,Female,18–25 *,Employed *,IT & Software   *,Christianity,Kenya,Kenyan,en,Young people are innovative,young people,,are innovative,,"['luhya', 'luo']",Oluchi
217,les femmes parlent fort,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women speak loudly,women,,speak loudly,,['caucasian'],Oluchi
218,les femmes sont têtues,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women are stubborn,women,,stubborn,,['caucasian'],Oluchi
219,les femmes sont le porte monnaie de la maison,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women are the wallet of the house,women,,the wallet of the house,,['caucasian'],Oluchi
220,les femmes sont résiliantes,women,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Women are terminated,women,,terminated,resilient,['caucasian'],Oluchi
221,les hommes sont grands,men,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Men are tall,men,,tall,,['caucasian'],Oluchi
222,les hommes sont sportifs,men,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Men are athletic,men,,athletic,,['caucasian'],Oluchi
224,les hommes sont lents,men,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Men are slow,men,,slow,,['caucasian'],Oluchi
230,les sénégalais ne se dévoilent pas,ethnicity_region,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The Senegalese are not revealed,senegalese,,not revealed,secretive,['caucasian'],Oluchi
233,les musulmans sont bien habillés le vendredi,religion,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Muslims are well dressed on Friday,muslims,,well dressed on friday,well dressed on fridays,['caucasian'],Oluchi
234,les chrétiens vont à l'église,religion,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Christians go to church,christians,,go to church,,['caucasian'],Oluchi
236,les jeunes sont obsédés par la réussite et l'argent,age,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Young people are obsessed with success and money,young people,,are obsessed with success and money,,['caucasian'],Oluchi
237,les jeunes sont sur les réseaux toute la journée,age,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Young people are on the networks all day,young people,,are on the networks all day,are on social media all day,['caucasian'],Oluchi
239,les personnes âgées sont respectées,age,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,the elderly are respected,old people,,respected,,['caucasian'],Oluchi
245,les sénégalais ne disent jamais vraiment ce qu'ils pensent,misc,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,Senegalese never really say what they think,senegalese,,never really say what they think,,['caucasian'],Oluchi
246,les sénégalais ne sont pas très festifs,misc,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The Senegalese are not very festive,senegalese,,not very festive,,['caucasian'],Oluchi
247,les sénégalais sont résiliants,misc,8,Female,26–35 *,Self-employed *,,Atheism,Senegal,Other Nationality,fr,The Senegalese are terminating,senegalese,,terminating,resilient,['caucasian'],Oluchi
248,Women are calm,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,ro,Women are calm,women,,calm,,['idoma'],Oluchi
249,women are gentle,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,women are gentle,women,,gentle,,['idoma'],Oluchi
250,women are hardworking,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,af,women are hardworking,women,,hardworking,,['idoma'],Oluchi
251,women are Godly,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,women are Godly,women,,godly,,['idoma'],Oluchi
252,women are home-makers,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,women are home-makers,women,,home-makers,,['idoma'],Oluchi
253,women are caring,women,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,women are caring,women,,caring,,['idoma'],Oluchi
254,Men are providers,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,da,Men are providers,men,,providers,,['idoma'],Oluchi
255,men are hardworking,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,men are hardworking,men,,hardworking,,['idoma'],Oluchi
256,men are strong,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,no,men are strong,men,,strong,,['idoma'],Oluchi
257,men are wise,men,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,nl,men are wise,men,,wise,,['idoma'],Oluchi
258,People from Hausa are laid-back,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,People from Hausa are laid-back,hausa,hausa people,are laid-back,,['idoma'],Oluchi
259,people from Hausa are loyal,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are loyal,hausa,hausa people,are loyal,,['idoma'],Oluchi
260,people from Hausa are religious,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are religious,hausa,hausa people,are religious,,['idoma'],Oluchi
261,people from hausa are fanatics,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from hausa are fanatics,hausa,hausa people,are fanatics,,['idoma'],Oluchi
262,people from Hausa are politically-savvy,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are politically-savvy,hausa,hausa people,are politically-savvy,,['idoma'],Oluchi
263,people from Hausa are hospitable,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are hospitable,hausa,hausa people,are hospitable,,['idoma'],Oluchi
264,people from Hausa are strong,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Hausa are strong,hausa,hausa people,are strong,,['idoma'],Oluchi
265,people from Igbo are hardworking,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are hardworking,igbo,igbo people,are hardworking,,['idoma'],Oluchi
266,People from Igbo are industrious,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,People from Igbo are industrious,igbo,igbo people,are industrious,,['idoma'],Oluchi
267,people from Igbo are educated,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are educated,igbo,igbo people,are educated,,['idoma'],Oluchi
268,people from Igbo are greedy,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are greedy,igbo,igbo people,are greedy,,['idoma'],Oluchi
269,people from Igbo are noisy,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are noisy,igbo,igbo people,are noisy,,['idoma'],Oluchi
270,people from Igbo are loud,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Igbo are loud,igbo,igbo people,are loud,,['idoma'],Oluchi
271,people from yoruba are artistic,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from yoruba are artistic,yoruba,yoruba people,are artistic,,['idoma'],Oluchi
272,people from yoruba are loud,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,ro,people from yoruba are loud,yoruba,yoruba people,are loud,,['idoma'],Oluchi
273,people from yoruba are intelligent,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from yoruba are intelligent,yoruba,yoruba people,are intelligent,,['idoma'],Oluchi
274,people from Nigeria are confident,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,people from Nigeria are confident,people from nigeria,nigerians,are confident,,['idoma'],Oluchi
275,people from Nigeria are resilient,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,ro,people from Nigeria are resilient,people from nigeria,nigerians ,are resilient,,['idoma'],Oluchi
276,people from Nigeria are determined,ethnicity_region,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,da,people from Nigeria are determined,people from nigeria,nigerians ,are determined,,['idoma'],Oluchi
277,Moslems are fanatics,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Moslems are fanatics,muslims,,fanatics,,['idoma'],Oluchi
278,moslems are honest,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,moslems are honest,muslims,,honest,,['idoma'],Oluchi
279,Christians are hospitable,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Christians are hospitable,christians,,hospitable,,['idoma'],Oluchi
280,Christians are dishonest,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Christians are dishonest,christians,,dishonest,,['idoma'],Oluchi
281,Christians are con-artists,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Christians are con-artists,christians,,con-artists,con artists ,['idoma'],Oluchi
282,traditional worshippers are accommodating,religion,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,traditional worshippers are accommodating,traditional worshippers,,accommodating,,['idoma'],Oluchi
283,Old people are old-school,age,9,Male,Over 50 *,Employed *,Oil and gas  *,Christianity,Nigeria,Nigerian,en,Old people are old-school,old people,,are old-school,,['idoma'],Oluchi
